-100.0	-64.2581258288
-75.0	-63.893518397
-50.0	-63.526210152
-25.0	-63.1564012938
-6.93889390391e-15	-62.7843063971
25.0	-62.4101586791
50.0	-62.0342066532
75.0	-61.6567118326
100.0	-61.2779425979
125.0	-60.8981652242
150.0	-60.5176290872
175.0	-60.1365302967
200.0	-59.7546601927
